favourites_count,friendList,friendsCount,hashtags,imageurl,lang,retweetCount,retweeted,tweetCreatedAt,tweetId,tweetText,userCreatedAt,userDescription,userFollowersCount,userID,userLocation,userName
190,None,122,"['Juul', 'ONTed', 'cdned', 'Detroit']",http://pbs.twimg.com/profile_images/3189359317/b5871a54cded8c3045a6c454cb0e2804_normal.png,en,3,False,2018-10-01 13:52:19,1046759719644278784,Vaping in Schools: Looks like the Detroit Free Press @freep is on the case. It's exploded since 2016 and now #Juul is more widely available in Canada @calphonso @krushowy @HeatheratLFP @StanKutcher https://t.co/9PBL35emN1 … #ONTed #cdned #Detroit,2013-01-31 20:31:21,,1471,1137838938,"St. Albert, Alberta",St. Albert Public
10035,None,824,['Juul'],http://pbs.twimg.com/profile_images/1008550600022351872/ZeaaNU8I_normal.jpg,en,18,False,2018-10-02 21:48:58,1047242058090602496,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2009-09-01 18:44:49,"((( Vet Eric Manuel Ortiz ))) Says, please, Support a Disable Social Media Vetrepreneur to encourage success, inspiration, financial independence & empowerment.",952,70752796,"Far Rockaway Beach, NY 11691",🕎Vet Eric Man🕎
213,None,440,"['JUUL', 'vaping', 'vapemail']",http://pbs.twimg.com/profile_images/721172965010706432/P-OW-ViD_normal.jpg,en,2,False,2018-10-01 07:02:25,1046656564441026561,"Combining new technology and passion, #JUUL Vapor products  are at the cutting edge of the e-cigarette industry.  → https://t.co/vhwVq3E01V  #vaping #vapemail https://t.co/Cxh3etLqjO",2016-04-14 05:21:38,"Vaping reviews, information, and giveaways. #vaping #vape #ecig #ecigs",1774,720482121807224832,,Casual Vaping
9718,None,656,"['Juul', 'SanFrancisco']",http://pbs.twimg.com/profile_images/1828236678/41653_541629084_4738_n_normal.jpg,en,4,False,2018-10-02 18:34:46,1047193188354551809,"The Food and Drug Administration has staged a surprise inspection and seized ""over a thousand documents"" at the San Francisco headquarters of the nation's leading e-cigarette manufacturer. #Juul #SanFrancisco   https://t.co/TY7t4q9XE0 https://t.co/GzCUvegczc",2008-06-16 01:04:52,Mostly retired reporter/tv critic. Former member of Television Critics Association. Proud Iowa native.,1378,15129460,"San Francisco, CA ",marymcnamara
4161,None,1016,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/689781614260269057/T7Wmax8J_normal.jpg,en,0,False,2018-10-02 18:13:00,1047187708810911745,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/kxYQv2j7CT https://t.co/UV6YlaG8Zi,2016-01-20 04:57:05,Love travelling to some of the most memorable places in my #RoyalEnfield Bullet. A huge fan of Rock 'n' Roll.  SEO Financial Content Writer - Bankbazaar India,526,4787019588,"Bengaluru, India",Kennedy Paul
1226,None,800,['juul'],http://pbs.twimg.com/profile_images/534621351307268096/THVRL7oo_normal.jpeg,en,0,False,2018-10-02 20:07:43,1047216579631611904,"I mean my generation slowly crawled itself out from the tobacoo disease, so it's an especially macabre thing to see that now teens dive back into that same black hole thanks to clever branding and social media campaigns - all thx to products that r supposed to help u quit.  #juul",2009-05-15 11:15:29,#writer #sociologist #permaculturist #viridian #CR,316,40219620,Bernecebaráti,Gergő Benedek
11094,None,22528,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/378800000447877184/f7896fca0648407dd797c817d4481e5b_normal.jpeg,en,4,False,2018-10-02 17:19:19,1047174198106488832,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/TqqYKetTjU https://t.co/10izrNR8vZ,2007-04-30 14:30:41,CEO TMC: #Futurist #Influencer #Keynote #Speaker #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #BigData #Analytics #AI #MachineLearning #SDWAN #IIoT,20722,5654932,"Trumbull, CT","Rich Tehrani @LicensingLive, Nov 12-13 #SanJose"
9403,None,323,"['FDA', 'Ecigarette', 'Juul', 'vaping']",http://pbs.twimg.com/profile_images/664265948833054720/A9j4xPq1_normal.jpg,en,0,False,2018-10-02 21:08:47,1047231948911857664,"U.S. #FDA seizes thousands of documents from #Ecigarette maker #Juul. The inspection, it said, is part of its ""ongoing efforts to prevent youth use of tobacco products, particularly e-cigarettes."" By @jechristensen via ⁦@cnnhealth⁩ #vaping https://t.co/XmQJQ2PaHy",2012-07-30 13:50:56,"Patient Navigation Advisor at Sunnybrook Health Sciences Centre. Focused on #Health, #Science as well as Space.",3064,726103488,Toronto,Paul Taylor
42,None,81,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/900086217869537281/Xr1t8uEF_normal.jpg,en,0,False,2018-10-02 17:37:10,1047178693787840512,#FDA seizes marketing documents from e-cig maker #Juul https://t.co/keyK8XibPf,2012-07-07 04:39:58,My #tech account where I will post stuff dealing with tech only #android #google #lifehacker #networking  using #dlvrit,1920,629084145,,GeekinfoNow
28,None,589,['Juul'],http://pbs.twimg.com/profile_images/1048406171282001920/kSp098vl_normal.jpg,en,18,False,2018-10-02 18:40:57,1047194743661367297,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2011-01-18 14:56:17,,176,239835462,Oklahoma,leah thomas
12188,None,2230,['Juul'],http://pbs.twimg.com/profile_images/1765681368/PaulMGrogan2_normal.jpg,en,18,False,2018-10-02 18:26:27,1047191093383757824,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2009-05-01 09:32:22,"Employ, self-employ, business owner, investor. I buy locally, promote regionally, think nationally, Live globally. #PMG, #RoBoT8421, #Gotv24, #GMP, #MyLB",753,36914451,"Hernando, FL",Grogan Paul M
217,None,92,['Juul'],http://pbs.twimg.com/profile_images/706615588274249729/w52JMOuj_normal.jpg,en,18,False,2018-10-03 01:15:14,1047293967866482688,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2009-06-17 22:46:30,,35,48148454,,VulcanLogic
274,None,113,"['JUUL', 'vape']",http://pbs.twimg.com/profile_images/854374689589780481/BnEyo70h_normal.jpg,en,2,False,2018-10-02 22:14:33,1047248498918395904,"Definition of ghost, fiend, skins, zero, lights out? Did you know they can have a different meaning than what you are thinking? Join us Tuesday, October 23 to find out more and visit https://t.co/VmWo4c4hoH   #JUUL #vape https://t.co/3dDIqUCScO",2017-04-17 15:55:19,"Empowering our youth to live safe, drug and alcohol free lives through community and family partnership.",61,854000327200309252,,GN CoalitionforYouth
4,None,915,"['Juul', 'vapesale', 'vapingsale', 'eliquidsale', 'ejuicesale', 'vapedeals', 'juuling', 'vaping', 'vape', 'vapes', 'vapor', 'ecig', 'eliquid', 'ejuice', 'vapenation', 'vapeon', 'vapedaily', 'vapinghooligans', 'vgod', 'cloudchase', 'itsnotsmoke']",http://pbs.twimg.com/profile_images/581147772285509633/AP8TSrmx_normal.png,en,1,False,2018-10-01 18:09:04,1046824332855582730,"Joe Rogan on #Juul Lawsuit: “You Fucking Babies, Just Stop” https://t.co/1TWFj76qHF #vapesale #vapingsale #eliquidsale #ejuicesale #vapedeals #juuling #vaping #vape #vapes #vapor #ecig #eliquid #ejuice #vapenation #vapeon #vapedaily #vapinghooligans #vgod #cloudchase #itsnotsmoke https://t.co/Jw3Y7sogv3",2015-03-26 17:32:16,We Tweet & RT the best brands and people amongst the #VapeCommunity - Include #CloudChasing for a RT every time! Remember guys #VapeON,3330,3119313208,UK,@CloudChasingUK
56428,None,4995,['Juul'],http://pbs.twimg.com/profile_images/1036485085078253569/Z7ynd6H0_normal.jpg,en,0,False,2018-10-03 02:35:15,1047314103663034369,FDA conducted a surprise inspection of the headquarters of the e-cigarette maker #Juul Labs last Friday. https://t.co/Qz1P1hMGMR,2009-03-26 06:39:58,#PadreShahoots 👑#AndersonNissan #Nissan #LakeHavasu #Arizona From: #LosAngeles #California #ProudDad #ProudFifty #Passion #PersianAmerican 🇺🇸,1429,26703075,"California, USA",Steven Shohoudy
17449,None,4972,"['BREAKING', 'ValueInvesting', 'FDA', 'Juul']",http://pbs.twimg.com/profile_images/989283439063912449/cZ9pHCsa_normal.jpg,en,0,False,2018-10-02 15:37:58,1047148693860884480,#BREAKING @millervalue #ValueInvesting $MO $PM $TLRY #FDA seizes documents in surprise inspection of e-cigarette maker #Juul https://t.co/fpaZSgFgLr,2015-01-21 15:55:46,Global Macro Value Quant Expert- Traded All- Source Of A Few-Friend Of Many-Columbia Biz Alum- CMU III MVP I FamaFrenchGeorgeHwangThomasZhang twt/rt/ideas/own,2456,2990106209,,John M. Spallanzani
32503,None,4988,"['JUUL', 'JUULLeak']",http://pbs.twimg.com/profile_images/1028447755059044352/mrzcyorz_normal.jpg,en,0,False,2018-10-01 18:56:53,1046836367219671041,@JUULvapor @johnwdunphy What are you doing about the continued leaking flaw in your quality control issues?   Every single refill leaks without fail #JUUL something needs to be done or a lawsuit most likely on horizon by somebody. #JUULLeak,2017-05-19 19:18:04,"I've never seen a more graphic, compelling illustration of a crime scene that was fabricated. Kathleen Zellner @ZellnerLaw The NY Times 8-18-2016 #Zellnami",1015,865647762481623041,United States,Zellner  Chess
761,None,926,"['Juul', 'SanFrancisco']",http://pbs.twimg.com/profile_images/955596596812500993/GzfKLh2__normal.jpg,en,4,False,2018-10-02 16:33:38,1047162702316101632,"The Food and Drug Administration has staged a surprise inspection and seized ""over a thousand documents"" at the San Francisco headquarters of the nation's leading e-cigarette manufacturer. #Juul #SanFrancisco   https://t.co/TY7t4q9XE0 https://t.co/GzCUvegczc",2008-10-08 22:43:25,"Expect More from KPIX 5. Share video, photos and tips with us by tweeting #KPIX   | Instagram: @kpixtv  |  Facebook: https://t.co/144RhaUfJ5",84222,16657699,San Francisco Bay Area,KPIX 5
1285,None,662,"['Juul', 'ONTed', 'cdned', 'Detroit']",http://pbs.twimg.com/profile_images/450595086439825408/O3JmmsSK_normal.jpeg,en,3,False,2018-10-01 09:57:29,1046700619342512128,Vaping in Schools: Looks like the Detroit Free Press @freep is on the case. It's exploded since 2016 and now #Juul is more widely available in Canada @calphonso @krushowy @HeatheratLFP @StanKutcher https://t.co/9PBL35emN1 … #ONTed #cdned #Detroit,2009-09-29 00:13:00,"Mama to 2 amazing girls/Health & Physical Education Curriculum Leader/investor in health, phys activity, wellbeing, relationships, outdoors/tweets are my own ❤️",208,78163979,,Maribeth Rogers
393,None,515,"['Juul', 'edchat']",http://pbs.twimg.com/profile_images/829046949428985857/UJ-YOpZr_normal.jpg,en,1,False,2018-10-03 00:08:48,1047277251174322176,"The FDA Made A Surprise Visit To #Juul Labs, Seizing “Over A Thousand Pages Of Documents”  https://t.co/OnudK6e9cm  #edchat",2012-09-07 18:54:07,"Middle School Principal, Father of 3 Fantastic Children, Husband to a Wonderful Wife, Lion, & Go Mets / J-E-T-S! ... views/tweets are my own...",539,809403420,"Connecticut, USA",Joe Piacentini
73,None,2,"['EonSmoke', 'SaltNics', 'Juul', 'IMPROOF', 'NotBlowingSmoke', 'VapePorn', 'VapeLyfe', '310Vapers', 'UKVapers', 'VapePics', 'AllDayVape', 'Torrance']",http://pbs.twimg.com/profile_images/1046820478650732544/HhEuc2Wt_normal.jpg,en,1,False,2018-10-01 14:40:37,1046771875911589888,What’s In Your Pocket Fam?! ~~~ The Eon Smoke Ultra Portable Is Now Available In All New Finishes!   Get Yours Today: https://t.co/ev7ffFSzOi  #EonSmoke #SaltNics #Juul #IMPROOF #NotBlowingSmoke #VapePorn #VapeLyfe #310Vapers #UKVapers #VapePics #AllDayVape #Torrance https://t.co/ZOO6Z6Ffab,2013-07-01 19:59:47,"Flagship Store: 22517 Crenshaw Blvd, Torrance CA, 90505 (424) 250-9686 |",2211,1561359152,"Torrance, CA",VaporDNA
1755,None,197,"['JUUL', 'JAMA']",http://pbs.twimg.com/profile_images/560898945270812672/6k9sA5LD_normal.jpeg,en,0,False,2018-10-02 20:30:03,1047222201299156993,"Sales of #JUUL, an e-cigarette that looks like a flash drive, grew more than seven-fold from 2016 to 2017, according to a new report from #JAMA and The Centers for Disease Control and Prevention. @SabrinaWSB reports https://t.co/Izhr1HHk8o",2009-08-21 16:47:11,"News 95-5 and AM 750 WSB - Atlanta's 24 hour news, weather, and traffic station - Depend on it!",40363,67653749,Atlanta,WSB Radio
668,None,371,['JUUL'],http://pbs.twimg.com/profile_images/590395947990929408/UwjBNF2R_normal.jpg,en,0,False,2018-10-02 20:30:04,1047222202251300864,Here at #JUUL our mission is to eliminate cigarettes by offering existing adult smokers a true alternative. Learn more about our mission &amp; values: https://t.co/mAg0SVVQan https://t.co/QDEsG47ELf,2014-12-03 23:28:22,"At JUUL, our mission is to improve the lives of the world’s one billion adult smokers. +21+ DM for Twitter Customer Service 8am-5:30pm PT M-F. #SwitchToJUUL",19706,2918018660,San Francisco,JUUL
15581,None,256,"['FDA', 'juul']",http://pbs.twimg.com/profile_images/946489672435318784/6fRsfkhe_normal.jpg,en,2,False,2018-10-03 03:11:09,1047323141213577217,WOW US #FDA launches into @JUULvapor by turning up and getting documentation from their San Fran HQ #juul https://t.co/w3TLBVFMBW,2017-12-28 17:44:31,vaper 4yrs +/non-smoker/just a mom/volunteer 4diff causes/consumer advocate vaping/Social Media Director https://t.co/y2FlVzpvAB #THR /I Am 1 of A Billion Lives/squirrels💖,337,946436714465079296,"Calgary, Alberta",Ivanna_justamom🇨🇦
0,None,258,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/588324718677254145/-y5BbeY4_normal.png,en,0,False,2018-10-02 18:27:59,1047191478995435520,#FDA seizes documents from #Juul in latest e-cigarette crackdown https://t.co/yLTtklK4Pj https://t.co/XUYjwlYeNj,2015-03-19 12:47:40,Jenkers connecting news https://t.co/WOCpcAe8IM https://t.co/0ZBItSzRAg,1251,3096702665,San Francisco,Jenkers News (ENG)
169,None,55,"['Stoptober', 'juul', 'quitsmoking', 'october', 'stoptober', 'london', 'vapourcore', 'vape']",http://pbs.twimg.com/profile_images/869509085724540928/xVmkIwpV_normal.jpg,en,4,False,2018-10-02 12:18:02,1047098379954794496,"JUUL Starter Kit, including device and pods, for only £19.99 (was £29.99) in #Stoptober! Available in all our stores:: https://t.co/5SV8Fuo0JZ  Vapourcore JUUL Store now open in Holland Park!  #juul #quitsmoking #october #stoptober #london #vapourcore #vape https://t.co/igbRyu8xtX",2016-12-02 12:33:16,"6 Ladbroke Grove, W11 3BG. Opening times: Monday to Saturday 10am-7pm. Huge range of liquids and hardware, drop in and find your perfect kit or e-liquid.",60,804664728861687808,"6 Ladbroke Grove, Holland Park",Vapourcore Holland
408,None,270,"['Stoptober', 'juul', 'quitsmoking', 'october', 'stoptober', 'london', 'vapourcore', 'vape']",http://pbs.twimg.com/profile_images/757875562555797504/IkWgCWCB_normal.jpg,en,4,False,2018-10-02 12:17:44,1047098302175555585,"JUUL Starter Kit, including device and pods, for only £19.99 (was £29.99) in #Stoptober! Available in all our stores:: https://t.co/5SV8Fuo0JZ  Vapourcore JUUL Store now open in Holland Park!  #juul #quitsmoking #october #stoptober #london #vapourcore #vape https://t.co/igbRyu8xtX",2016-07-08 15:14:09,"Vapourcore - London’s finest vape shops, stocking quality e-liquid and hardware.  Visit us today or shop online: wholesale email wholesale@vapourcore.com",315,751434201556221952,"London, England",Vapourcore
7814,None,1195,"['EonSmoke', 'SaltNics', 'Juul', 'IMPROOF', 'NotBlowingSmoke', 'VapePorn', 'VapeLyfe', '310Vapers', 'UKVapers', 'VapePics', 'AllDayVape', 'Torrance']",http://pbs.twimg.com/profile_images/991648306383159296/1dTIK3Pe_normal.jpg,en,1,False,2018-10-01 15:19:49,1046781740495368193,What’s In Your Pocket Fam?! ~~~ The Eon Smoke Ultra Portable Is Now Available In All New Finishes!   Get Yours Today: https://t.co/ev7ffFSzOi  #EonSmoke #SaltNics #Juul #IMPROOF #NotBlowingSmoke #VapePorn #VapeLyfe #310Vapers #UKVapers #VapePics #AllDayVape #Torrance https://t.co/ZOO6Z6Ffab,2017-11-09 12:55:17,,944,928606921346740224,,Kruno Crazy
11755,None,703,['Juul'],http://pbs.twimg.com/profile_images/923617795694264320/vTtzfOta_normal.jpg,en,18,False,2018-10-02 18:34:55,1047193226598408193,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2012-10-14 01:25:26,"CVICU RN; critical care nurse; conservative, loves wellness, sports, music and travel.",227,879063216,"Georgia, USA",CVICURN4L
552,None,372,"['Juul', 'edchat']",http://pbs.twimg.com/profile_images/714148973855039488/_uNAwJPS_normal.jpg,en,1,False,2018-10-03 00:12:39,1047278219634905088,"The FDA Made A Surprise Visit To #Juul Labs, Seizing “Over A Thousand Pages Of Documents”  https://t.co/OnudK6e9cm  #edchat",2016-03-27 17:42:36,I'll RT the tags #GBL #edtech #games4ed. Follow me & post to my tags to get retweeted! :-) Block me if you don't want that,16338,714145610862080000,Worldwide,EdTech
13460,None,7243,"['ecigarettes', 'Health', 'juul', 'fda', 'TC']",http://pbs.twimg.com/profile_images/1404245782/igeek_normal.jpg,en,0,False,2018-10-02 16:47:42,1047166245248880641,FDA seizes thousands of documents from e-cig startup Juul https://t.co/I5s4MjW6M8 #ecigarettes #Health #juul #fda #TC,2011-06-13 08:53:46,"Data Scientist by day, geek tech gamer junky by night.    #PowerBi #Tableau #RaspberryPi influencer, welcome to my stream of consciousness",6960,316331833,,Gamer Geek
5,None,26,['juul'],http://pbs.twimg.com/profile_images/995467259454935040/2r51Sf4w_normal.jpg,en,0,False,2018-10-01 22:15:48,1046886426036580352,"i would not be surprised if there were kids named Juulian in the future #juul also, are there not any juulius caesar jokes?",2018-05-13 00:46:29,"Just a spicy boi with ideas. Enhancing the world with quotes, memes, pics, questions, critiques, etc.",2,995465269190459392,,Monty
69,None,242,"['juul', 'ecigarettes', 'vaping']",http://pbs.twimg.com/profile_images/918887116972658688/4KXdF3Hk_normal.jpg,en,0,False,2018-10-02 21:02:19,1047230320750284801,FDA seizes 'more \ than a thousand pages' of documents in surprise inspection of e-cigarette maker Juul https://t.co/qZ8ZF5Zghk #juul #ecigarettes #vaping https://t.co/dik2oAKdL4,2017-06-28 20:08:06,This campaign is about creating the conditions that make it easier for Kentuckians to quit smoking or using tobacco.,126,880155867894755328,"Kentucky, USA",Smoke Free Tomorrow
32768,None,1647,"['marketingstrategy', 'juul']",http://pbs.twimg.com/profile_images/889968625645273088/mFlfieJK_normal.jpg,en,0,False,2018-10-02 17:16:03,1047173378707218433,"FDA seizes documents in surprise inspection of e-cigarette maker Juul https://t.co/xvtiLHc5MZ. Uh oh, could be in trouble for their #marketingstrategy. #juul. Story on @CNBC https://t.co/gdcOFXHLl4",2010-11-04 15:54:24,"Make me laugh, please! #LegalTech and Digital Media nerd. #ExpertWitness Marketing. VP @Experts_Com. Can be found individually @NickJRishwain.",2944,211899262,"California, USA","Nick Rishwain, JD"
66,None,100513,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/661600701978537984/c_HfNfrF_normal.jpg,en,4,False,2018-10-02 21:42:59,1047240553283379200,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/TqqYKetTjU https://t.co/10izrNR8vZ,2013-12-31 06:16:57,EXPand Amplifies Twitter Communication to widen your Marketing Funnel - Lead by Top50 Social Media Influencer @RichSimmondsZA in association with @UwinIwinINT,98514,2269957598,Worldwide,EXPand Amplification
23,None,6231,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/712905625705951232/9dTz5xRp_normal.jpg,en,1,False,2018-10-02 16:44:06,1047165337492369408,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/s69p0B6OTB https://t.co/dTywVNoAMd,2010-05-28 23:07:00,"3rd Rock Home:  A Ebay store featuring: new, pre-owned, discontinued, vintage, & collectible items. #ebay #sewing #disney #crafts #corelle #pfaltzgraff #mikasa",7604,149296998,USA,3rdRockHome
510,None,147236,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/736994164710248448/ts4loZe4_normal.jpg,en,4,False,2018-10-02 21:37:26,1047239158366916609,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/TqqYKetTjU https://t.co/10izrNR8vZ,2012-04-02 09:10:56,Digital Experience Specialists : Video | Photography | Social Media Event Activation | Blogging and Publishing | Twitter Amplification AmpTweet@gmail.com,154762,543254812,South Africa,Color Stream Media
3525,None,413,"['JUUL', 'vaping', 'vapemail']",http://pbs.twimg.com/profile_images/805730368330600448/Zze0egUk_normal.jpg,en,2,False,2018-10-01 06:03:02,1046641618386857984,"Combining new technology and passion, #JUUL Vapor products  are at the cutting edge of the e-cigarette industry.  → https://t.co/vhwVq3E01V  #vaping #vapemail https://t.co/Cxh3etLqjO",2015-01-29 15:54:47,"We stock vaping products from 100+ brands including JUUL, Suorin, and SMOK 😤💨 Free shipping on orders over $20!",2048,3004217368,"Boulder, CO",Electric Tobacconist USA
3400,None,12033,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/985754941774905344/TUf_hNbF_normal.jpg,en,1,False,2018-10-02 16:44:06,1047165339459440641,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/TsRNyytEra  | https://t.co/LFBmdQmQZc  @VentureCoinist https://t.co/3YpZgE5PlX,2016-12-15 02:52:51,Follow us and subscribe for entertaining videos and fresh gaming news! We UPVOTE and RESTEEM your #Steemit posts! 👉https://t.co/l7ZJ9awIvN 👈,23916,809229705073147904,,eStream Studios
902,None,196155,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/753205056200175616/vUEIBCFV_normal.jpg,en,4,False,2018-10-02 21:32:30,1047237914411917312,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/TqqYKetTjU https://t.co/10izrNR8vZ,2011-05-04 08:45:08,"Father | Professional Keynote Speaker & Facilitator | Disruptor, RuleBreaker & ChangeMaker | Top 20 Global Online Influencer | Bitcoin Opportunities | Author",503716,292819455,South Africa,Rich Simmonds
2405,None,16898,['Juul'],http://pbs.twimg.com/profile_images/873778730065428484/sLDDr-9G_normal.jpg,en,16,False,2018-10-02 21:37:31,1047239178822475777,The #1 accessory for your #Juul 👀🔥 Coming soon to https://t.co/Pygk93PXGH   RT to win a free case! https://t.co/vKtYC9AbV3,2010-07-08 19:20:51,,30983,164389456,"Los Angeles, CA",Flynn
13430,None,307,"['Juul', 'SanFrancisco']",http://pbs.twimg.com/profile_images/925558626109943808/PisO9iAe_normal.jpg,en,4,False,2018-10-02 17:35:51,1047178360202387457,"The Food and Drug Administration has staged a surprise inspection and seized ""over a thousand documents"" at the San Francisco headquarters of the nation's leading e-cigarette manufacturer. #Juul #SanFrancisco   https://t.co/TY7t4q9XE0 https://t.co/GzCUvegczc",2017-08-11 16:40:15,"Actress(portraying stories only, never ingenuine).",172,896048626685706240,"Los Angeles, CA",Natalie Dunn
10,None,2,"['Juul', 'FDA', 'ecigarettes', 'move', 'Business']",http://pbs.twimg.com/profile_images/997707050661507072/KEbZNh5l_normal.jpg,en,0,False,2018-10-02 18:45:02,1047195769252577282,Juul #Juul FDA #FDA e-cigarettes #ecigarettes move #move #Business &amp; Industrial FDA seizes marketing documents from e-cig maker Juul via https://t.co/oKeARFvm3x,2014-03-05 15:12:33,The Internet on one page.,2189,2373909360,,Hvper News
4120,None,1165,['Juul'],http://pbs.twimg.com/profile_images/2459659909/br7k66imakbbd3xfp14z_normal.jpeg,en,0,False,2018-10-02 16:10:23,1047156853333999616,".@CDCgov  says sales of #Juul, an e-cigarette resembling a USB flash drive, grew more than sevenfold from 2016 to 2017. Other recent research suggests young Juul users had levels of nicotine in their urine higher than those from combustible cigarettes: https://t.co/9JsG8YeQi6 https://t.co/AJ8iEc9e5X",2012-01-30 17:23:35,General knowledge has its place. Specialty experience lives here.,3057,478786305,"Thorofare, NJ",Healio.com
6957,None,484,['JUUL'],http://pbs.twimg.com/profile_images/590682676492918785/M_FTZ7Bu_normal.png,en,0,False,2018-10-02 00:23:42,1046918611397484544,#JUUL please go public. I and many investors would love to have a piece of the action @JUULvapor,2011-10-24 16:31:55,"Your Go-to Site for Fun, Adventure, Events, Festivals, Recreation and more in Alabama. Download the Alabama Funtime app on Google Play and iTunes App Store.",1843,397386974,Alabama,ItHappensinAlabama
4,None,915,"['JUUL', 'vaping', 'vapemail']",http://pbs.twimg.com/profile_images/581147772285509633/AP8TSrmx_normal.png,en,2,False,2018-10-01 06:14:03,1046644391031508992,"Combining new technology and passion, #JUUL Vapor products  are at the cutting edge of the e-cigarette industry.  → https://t.co/vhwVq3E01V  #vaping #vapemail https://t.co/Cxh3etLqjO",2015-03-26 17:32:16,We Tweet & RT the best brands and people amongst the #VapeCommunity - Include #CloudChasing for a RT every time! Remember guys #VapeON,3330,3119313208,UK,@CloudChasingUK
91,None,143,"['JUUL', 'vape']",http://pbs.twimg.com/profile_images/3528639736/2bdab0202282f116e8b1f930359c52bf_normal.jpeg,en,2,False,2018-10-03 02:13:22,1047308599339483137,"Definition of ghost, fiend, skins, zero, lights out? Did you know they can have a different meaning than what you are thinking? Join us Tuesday, October 23 to find out more and visit https://t.co/VmWo4c4hoH   #JUUL #vape https://t.co/3dDIqUCScO",2012-04-28 14:35:25,,63,565486748,,Jennifer Pearson
45,None,25,['Juul'],http://pbs.twimg.com/profile_images/1046383425253515264/WbrQtXKK_normal.jpg,en,0,False,2018-10-02 09:51:39,1047061539340070914,Check out Juul Starter Kit - 5% Nicotine -100% Genuine - UK Stock #Juul https://t.co/UX0d1Vmxt2 via @eBay,2018-09-30 12:24:46,https://t.co/oULtdKzQI5 We aim to deliver fast and hold vast stock unlike other companies who say they have JUUL and they don't! We can deliver next day.,1,1046375297619308544,"England, United Kingdom",QuickJuul.com
4,None,127,"['Juul', 'FDA']",http://pbs.twimg.com/profile_images/743969278483963904/25yd5Un3_normal.jpg,en,0,False,2018-10-03 00:01:17,1047275358742085633,"(The Financial Times):#Juul Labs hands over 1,000 documents in #FDA inspection : US regulator sought items related to ecigarette maker’s ‘sales and marketing practices’ .. https://t.co/cYDuwHPI56",2015-09-03 13:15:22,"http://t.co/TKTMLsjLHz is a news aggregator, it gathers news from different sources around the UK and the world, 24/7 automatically. All news in one place !",875,3534222021,,NewsOnePlace.com
7875,None,544,"['juul', 'smokers', 'tobacco']",http://pbs.twimg.com/profile_images/523764700257865729/kCU-Cy98_normal.jpeg,en,3,False,2018-10-03 00:00:27,1047275148905132033,"@CDCTobaccoFree @JAMA_current Apparently, #juul perfected a product and hosted a successful business plan. Consequently, they helped many #smokers reduce and/or reject #tobacco products. Kudos to them...  P.S. Thanks for the stats.",2014-10-13 12:23:11,"#RedsForEd - I thought of it first! Nyah! #ejuice is not tobacco  #vaping is not smoking  #vapingsaveslives and #guns,  #gunssavelives 🔫 😙💨🇺🇲",436,2827313931,,VapingLikeCrazyInAZ
11281,None,1284,['JUUL'],http://pbs.twimg.com/profile_images/1042242982475427845/KG2QiJrI_normal.jpg,en,6,False,2018-10-02 04:58:40,1046987808706125825,#JUUL is now in Canada. Learn more: https://t.co/TJWDD4nlil @JUULvaporCDN https://t.co/LGgDIYHdY7,2011-12-03 19:22:08,Business: tdistraction@gmail.com,695,427623219,"Austin, TX ✈️🤷🏽‍♂️🤔👀",Distraction
